Region,District,Chiefdom,Section,wp name,GEOCODE,Photo,wp type,wp_func,wp_susta,wp_suita,ownership,maintenance,WASH comm,decl_ODF,extrac_type,time_repair,chlorination
South,Bo,Bo Town,Feika Lane Shellmingo,Water well,a4p7k1oa,//akvoflow-110.s3.amazonaws.com/images/529562ba-6333-4850-8106-b9262dcfb4ef.jpg,Unprotected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,Unknown,Don't know,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,Yes
South,Moyamba,Ribbi,suen,evangelical pri. sch.,aeux2mtc,//akvoflow-110.s3.amazonaws.com/images/7e4df32f-073c-4fa0-bf0e-a4f2c3893664.jpg,Protected dug well,Yes - But damaged,Always water,No,School,WASH management committee,Yes,Yes,Hand pump,Over a month,Yes
South,Bo,Valunia,Geima,Geima CHP Water Point,aiex9fl4,//akvoflow-110.s3.amazonaws.com/images/2387619d-8fda-4f37-b841-8e9c277adda5.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Health Facility,Health Facility,No,No,Hand pump,Less than a week,Yes
South,Bo,Bo Town,Jakema Street Manjama Shellmingo,A A Allen Water Well,a4s3qwjt,//akvoflow-110.s3.amazonaws.com/images/4c7b9bbd-053b-4c0f-9da2-c309b3587751.jpg,Unprotected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,Unknown,Don't know,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,Yes
South,Bo,Bo Town,Feika Street Shellmingo,Mr Moijue Water Well,a4pep8xo,//akvoflow-110.s3.amazonaws.com/images/3a54f862-87bc-4208-8e85-91a5635ce63a.jpg,Unprotected dug well,Yes – Functional (and in use),Always water,Yes,Community,Other community group,Yes,Don't know,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,Yes
South,Bo,Gbo,Sembehun  Mamagaywa,Care water Point,a74drwdc,//akvoflow-110.s3.amazonaws.com/images/5587cf72-171b-4f31-94b7-f741f6a0014b.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
South,Bo,Selenga,Bumbeh,Bumbeh community water point,ads3q0jv,//akvoflow-110.s3.amazonaws.com/images/d0055614-b911-4a9b-a4b9-4052a218b7d3.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,No,No,Hand pump,Water point has never broken down,No
South,Moyamba,Kaiyamba,Moyamba town,Reservation road community well,aex90nfj,//akvoflow-110.s3.amazonaws.com/images/5c5dc38b-b106-494b-854a-bc5c71901d7a.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,Yes,Hand pump,Over a month,Yes
South,Bo,Bo Town,Kanneh street,Private water,a5fkl022,//akvoflow-110.s3.amazonaws.com/images/0556e01e-6c41-4e46-92ae-9598064bb808.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
South,Bo,Lugbu,Feiba (NewTown),Afrideb,9unmw3ud,//akvoflow-110.s3.amazonaws.com/images/20054dc1-dd7c-4bec-97fb-ddabe56b406f.jpg,Protected spring,Yes – Functional (and in use),Seasonal,Yes,Community,No management,No,No,,Over a week,
South,Pujehun,Panga Kabonde,Gbondapi sumbuya section,Gbondapi sumbuya section water point,9c5viber,//akvoflow-110.s3.amazonaws.com/images/ca17e55f-6628-4359-ba8c-2d1292a9696f.jpg,Protected dug well,Yes – Functional (and in use),Dry always / Never water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
South,Bo,Bo Town,Reservation Road,Bo City Council water point,a62wnmmw,//akvoflow-110.s3.amazonaws.com/images/25cc1009-62d0-4aeb-a03d-90da09032577.jpg,Unequipped borehole,No - Still under construction,Dry always / Never water,Uknown,Other Institution,Uknown,Unknown,No,,Water point has never broken down,No
South,Moyamba,Ribbi,mafaingere community,mafaingere community well,aiuv7jwu,//akvoflow-110.s3.amazonaws.com/images/51f532c0-878f-4dc4-a188-8e93c83b7b46.jpg,Protected dug well,Yes – Functional (but not in use),Always water,Yes,Community,Other community group,Yes,Yes,Hand pump,More than a year,No
South,Moyamba,Kaiyamba,Moyamba town,Kulafai Sec. Sch well,af2fdbt6,//akvoflow-110.s3.amazonaws.com/images/01226d77-d8b3-494d-8733-0d630e8e0894.jpg,Protected dug well,No - Broken down,Always water,Yes,School,School,No,Yes,Hand pump,More than a year,No
South,Bo,Bo Town,Bo,Private water point,a63dx71z,//akvoflow-110.s3.amazonaws.com/images/c0232b31-e02e-45f2-8e06-fe8ebafdd98a.jpg,Unprotected dug well,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
South,Bo,Bo Town,Samamine-new London,Private water point,a5fx33ui,//akvoflow-110.s3.amazonaws.com/images/4ba446f1-a60a-437f-91d6-99b889a96fe0.jpg,Public tap/standpipe (stand-alone or water kiosk,No - Broken down,Always water,Yes,Private Individual,Privat owner,Yes,No,"Hand manual (e.g. rope pump, rope & bucket)",Less than a week,
South,Bo,Bo Town,125 Martru Road Nikibu Section,More Samba,a5klks0l,//akvoflow-110.s3.amazonaws.com/images/367180da-2f81-4838-bd47-d4a28bb8d2c1.jpg,Unprotected dug well,Yes – Functional (and in use),Seasonal,No,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,Yes
South,Moyamba,Bagruwa,Bahama village,Bahama community well,a54cbtus,//akvoflow-110.s3.amazonaws.com/images/ba887607-0f57-4431-9871-81160db7b51a.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,I don't know,Yes
West ,Western Urban,West I,KINGTOM,KINGTOM,atuz0oll,//akvoflow-110.s3.amazonaws.com/images/fc9aec9a-649d-4d4e-8d70-15067e19f522.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,Yes,Private Individual,WASH management committee,Yes,No,,Water point has never broken down,
West ,Western Urban,West III,Lumley,16B Amadu Lane,asi4vnf9,//akvoflow-110.s3.amazonaws.com/images/4df0e8e6-76c4-46a7-b54f-b582ad9cf763.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,No,Private Individual,Privat owner,No,No,,More than a year,
West ,Western Urban,East III,Old warf,10b old warf road sesay compound water point,arxgnse3,//akvoflow-110.s3.amazonaws.com/images/aafdf9b0-5491-4842-b679-f0a761ae187a.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
West ,Western Rural ,Waterloo Rural,MacDonald,MacDonald water points twenty one,akl6kwve,//akvoflow-110.s3.amazonaws.com/images/53dc0976-51d5-42ae-ba88-b445542e2296.jpg,Protected spring,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,,Less than a week,
West ,Western Urban,East III,Kissy Brook 2,Brooks Drive,atdk38c6,//akvoflow-110.s3.amazonaws.com/images/e1e84ee5-091e-418e-a5b8-59c2ee21e962.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,,I don't know,
West ,Western Rural ,Mountain Rural,Shalom,Shalom,artshkjg,//akvoflow-110.s3.amazonaws.com/images/533ab0d1-14d3-4272-b5a3-ff888d3d8afe.jpg,Piped water into dwelling/plot/yard,Yes – Functional (but not in use),Seasonal,Yes,Private Individual,GUMA,No,Don't know,,Water point has never broken down,
West ,Western Urban,East III,Bottom Oku,7 Becle street Acofejeh water point b,as9kh39s,//akvoflow-110.s3.amazonaws.com/images/a73bfc80-8b0e-4219-b33a-f38acf0472de.jpg,Piped water into dwelling/plot/yard,Yes - But damaged,Seasonal,Yes,Private Individual,Privat owner,No,No,,Over a week,
West ,Western Urban,East III,gassama st,34,arfomt50,//akvoflow-110.s3.amazonaws.com/images/2e7a7c4e-3a34-4b0f-8f2c-e5965b4bbba7.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Dry always / Never water,Yes,Community,WASH management committee,Yes,No,Gravity,Over a week,
West ,Western Rural ,York Rural,Tombo,Tombo water points four,ahnpvobg,//akvoflow-110.s3.amazonaws.com/images/592e915a-adc1-4b5f-98dc-bbe0cf9225f7.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,
West ,Western Rural ,Waterloo Rural,kossoh town,moko town,ape9rmoy,//akvoflow-110.s3.amazonaws.com/images/a0460c07-d81c-4777-8576-f5f1775c1b19.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,Yes,No,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
West ,Western Urban,West III,PipelineWilkimson,11 Pipe Line,atn30x8p,//akvoflow-110.s3.amazonaws.com/images/a2c4a976-38aa-40be-81a1-23ff20b933c9.jpg,Protected dug well,Yes – Functional (and in use),Always water,No,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,Yes
West ,Western Rural ,York Rural,Tombo,looking town water points thirty four,ahiw13p6,//akvoflow-110.s3.amazonaws.com/images/0c0124a5-15e5-42e9-8da1-454a34b67f49.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,No,No,,Less than a week,
West ,Western Urban,East III,portee,Gadefee welk,atkdz9hq,//akvoflow-110.s3.amazonaws.com/images/61b9faa9-7ab6-4835-9f6c-3926ed32bf2a.jpg,Protected dug well,Yes – Functional (and in use),Dry always / Never water,Yes,Other Institution,Muslim Jammat,Yes,No,Hand pump,Over a week,Yes
West ,Western Urban,East II,Foulah town,5,atvc47ru,//akvoflow-110.s3.amazonaws.com/images/31a5970b-b157-440e-8399-cbec1142e0dd.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,,Water point has never broken down,
West ,Western Rural ,Waterloo Rural,Campbell town,One,aln4ypzj,//akvoflow-110.s3.amazonaws.com/images/70adf285-1c3e-40bb-9ae8-58cd1c39aa64.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a month,No
West ,Western Urban,East III,temene town,78a temene town,aqahk15l,//akvoflow-110.s3.amazonaws.com/images/ebec1f4d-54a5-4afa-95dc-1f95fe974fca.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes - But damaged,Dry always / Never water,Yes,Community,WASH management committee,Yes,Yes,Gravity,Over a month,
West ,Western Rural ,Waterloo Rural,MacDonald,MacDonald water points fourteen,akhh7td8,//akvoflow-110.s3.amazonaws.com/images/88d6f4a1-f50c-472e-94b8-d104f1bcc7a7.jpg,Protected spring,Yes – Functional (and in use),Always water,Yes,School,School,No,No,,Less than a week,
West ,Western Urban,West III,pipeline/Wilkinson,Building Sitea,atagr6pk,//akvoflow-110.s3.amazonaws.com/images/78a40dcb-cbca-4efd-a239-3037016ad233.jpg,Piped water into dwelling/plot/yard,Yes - But damaged,Always water,Yes,Private Individual,Privat owner,No,No,,More than a year,
West ,Western Rural ,Waterloo Rural,Russell,Tap water,aim78ghu,//akvoflow-110.s3.amazonaws.com/images/cdf2e17e-2ac2-4186-8cd4-842bfb60a792.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (but not in use),Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a month,
West ,Western Urban,West I,Krootown,12,atklpwb0,//akvoflow-110.s3.amazonaws.com/images/e8d17a01-1661-4be8-bbde-083f4e1fe9ee.jpg,Public tap/standpipe (stand-alone or water kiosk,No - Broken down,Dry always / Never water,Uknown,Community,Other community group,No,No,run through tap,Water point has never broken down,
West ,Western Urban,West I,KROOTOWN,8,atm1ilxf,//akvoflow-110.s3.amazonaws.com/images/eb03f4c8-02e6-4718-98f6-20a02b80b56d.jpg,Piped water into dwelling/plot/yard,Yes - But damaged,Dry always / Never water,No,Private Individual,Privat owner,No,Yes,,More than a year,
West ,Western Urban,Central II,Sanders broook,nine,atk0aahc,//akvoflow-110.s3.amazonaws.com/images/b99c7de6-a876-496a-9d81-2de604b876a9.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,No,Private Individual,Privat owner,No,No,,Water point has never broken down,
West ,Western Urban,Central II,Sanders brook,seven,atjsjnma,//akvoflow-110.s3.amazonaws.com/images/ab797e04-5e64-4cae-8f92-76d5d3c2713c.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,,Water point has never broken down,
West ,Western Urban,East II,coal water,44 off blackhall road,atfgk2y6,//akvoflow-110.s3.amazonaws.com/images/64c230f0-85f5-4f66-b414-947db66d3e51.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,NGO,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
West ,Western Urban,Central II,Sanders brook,three,atjh8f4k,//akvoflow-110.s3.amazonaws.com/images/cb1fedfb-6b5d-4779-9519-b200dbc4c58a.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,,Water point has never broken down,
West ,Western Urban,Central II,Sanders brook,four,atjh8f4k,//akvoflow-110.s3.amazonaws.com/images/094374a5-a05d-473b-bd81-03acc425e812.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Seasonal,No,Private Individual,Privat owner,No,No,,Water point has never broken down,
West ,Western Urban,West I,KINGTOM,KINGTOM,atwd13et,//akvoflow-110.s3.amazonaws.com/images/69a9e4fd-cdfd-4fb1-86e8-64a7c91947ff.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Seasonal,Yes,Private Individual,WASH management committee,Yes,No,,Water point has never broken down,
West ,Western Rural ,Waterloo Rural,Tombo,public tap,ahfs3ly3,//akvoflow-110.s3.amazonaws.com/images/5390a5a4-2276-4e5f-9b5c-18c4f3f9d5d7.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Always water,Yes,Community,Privat owner,Yes,Don't know,Hand pump,Over a month,
West ,Western Rural ,Waterloo Rural,kossoh town,pa peter compound Main motor Road Kossoh town,ap9eq6tn,//akvoflow-110.s3.amazonaws.com/images/9d88b751-4e85-42cc-9ad1-a475398311d1.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (but not in use),Seasonal,No,Private Individual,Privat owner,No,Don't know,Gravity,Less than a week,
West ,Western Rural ,Waterloo Rural,feeders driver,feeders driver,am1lx0gf,//akvoflow-110.s3.amazonaws.com/images/9b497338-dc5b-409e-b6cc-504780413976.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,NGO,Other community group,No,No,Hand pump,More than a year,No
West ,Western Rural ,Waterloo Rural,Tombo,public tap,ahg8rqvu,//akvoflow-110.s3.amazonaws.com/images/f5440a0d-5636-4d7b-a771-b1654004ad54.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Always water,Yes,Community,Privat owner,Yes,Don't know,Hand pump,Over a month,
West ,Western Rural ,Waterloo Rural,Tombo Kulafai,Indian mac,ah9uyff1,//akvoflow-110.s3.amazonaws.com/images/d4b26932-7933-4b9a-aedc-f06a6ce0fd4d.jpg,Protected dug well,No - Still under construction,Seasonal,Yes,School,School,Yes,Don't know,Hand pump,I don't know,Unkown
West ,Western Urban,West III,Pipeline Wilkinson Road,1 Lower Pipe Line,atclk3r1,//akvoflow-110.s3.amazonaws.com/images/8484a68d-997d-4eb1-9680-f3fbca309d89.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,Unknown,Don't know,,I don't know,
West ,Western Rural ,Waterloo Rural,Middle town,middle town waterpoint,alas7xbb,//akvoflow-110.s3.amazonaws.com/images/ff1282ba-286b-456e-b7c4-50e1d4eda646.jpg,Tube well or borehole,No - Broken down,Seasonal,Yes,Community,Community,No,No,Submersible pump,Over a month,No
West ,Western Urban,East II,Magazine wharf,one,atzmwx21,//akvoflow-110.s3.amazonaws.com/images/5763ee78-641c-48f1-90b5-e3905c1e93cb.jpg,Piped water into dwelling/plot/yard,Yes - But damaged,Seasonal,Yes,Private Individual,Privat owner,No,No,,Over a month,
West ,Western Urban,West III,Aberdeen,31 Kincardine,au7e587t,//akvoflow-110.s3.amazonaws.com/images/0618fc21-34f3-403e-a86b-6d074d538ae9.jpg,Piped water into dwelling/plot/yard,No - Broken down,Dry always / Never water,Yes,Private Individual,Privat owner,No,No,,I don't know,
West ,Western Rural ,Waterloo Rural,MacDonald,MacDonald water point nine,ake7bzl7,//akvoflow-110.s3.amazonaws.com/images/0f6b705d-2032-4710-bad4-8cb87d5ece88.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (but not in use),Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Less than a week,
West ,Western Urban,West III,Murray Town,MQ 20,au3cvgg9,//akvoflow-110.s3.amazonaws.com/images/6ce11662-90d1-4689-862a-d042eb918bb5.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,,Over a month,
West ,Western Urban,East I,Kosoh town,12 malta lane,atwmk0wm,//akvoflow-110.s3.amazonaws.com/images/6336c48c-c3d1-4e40-b2bd-fe16af3c6b50.jpg,Piped water into dwelling/plot/yard,No - Broken down,Dry always / Never water,Yes,Private Individual,Privat owner,Unknown,Don't know,,I don't know,
West ,Western Rural ,Waterloo Rural,During Town,public Stand pipe,aj43fh1p,//akvoflow-110.s3.amazonaws.com/images/2b32903d-1a8f-4917-b9ef-352fa8e4156f.jpg,Dam/pan (runoff harvesting),No - Broken down,Seasonal,Yes,Community,Local council,Yes,No,,More than a year,
West ,Western Rural ,Waterloo Rural,During town,Public tap,aiv453kq,//akvoflow-110.s3.amazonaws.com/images/bed37ac5-2fde-4018-a141-dcce9dcb4cb4.jpg,Public tap/standpipe (stand-alone or water kiosk,No - Broken down,Seasonal,Yes,Community,WASH management committee,Yes,No,Gravity,More than a year,
West ,Western Rural ,York Rural,York,tap,aku9fwsd,//akvoflow-110.s3.amazonaws.com/images/c9286bb7-8445-4eb1-819d-0700ea2948f4.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Always water,Yes,Health Facility,Health Facility,No,Don't know,Hand pump,I don't know,
West ,Western Rural ,Mountain Rural,Regent,7 Gloucester Road Regent,arjafbfb,//akvoflow-110.s3.amazonaws.com/images/7a4c9e5d-d2e5-415a-9f96-da423464fce5.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,No,Don't know,,Over a month,
West ,Western Rural ,York Rural,tombo community,tombo village,ahj4ylqx,//akvoflow-110.s3.amazonaws.com/images/a6f102d5-8497-4e78-ac5a-47b8c13bd027.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,No,No,,More than a year,
West ,Western Rural ,Waterloo Rural,During Town,Stand pipe,aj5rk95f,//akvoflow-110.s3.amazonaws.com/images/a785740b-fe4f-4e90-bafc-c7e127a41a8a.jpg,Public tap/standpipe (stand-alone or water kiosk,No - Broken down,Seasonal,Yes,Community,WASH management committee,Yes,No,Gravity,More than a year,
West ,Western Urban,Central II,Sanders broook,ten,atjfg4b4,//akvoflow-110.s3.amazonaws.com/images/db809b4c-9a77-4829-8fe5-aabbb4fa6ac0.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,,Water point has never broken down,
West ,Western Urban,Central II,Sanders brook,eight,atk22lap,//akvoflow-110.s3.amazonaws.com/images/9583e724-985f-4b74-a7c8-fbac4712db66.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,,Water point has never broken down,
West ,Western Urban,East II,Fourlah,Two,atofugic,//akvoflow-110.s3.amazonaws.com/images/52c5267b-7fd1-4596-8417-e0fc78872754.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,No,,More than a year,
West ,Western Urban,West III,Murray Town,Norman,atzcsk1m,//akvoflow-110.s3.amazonaws.com/images/74076cd0-4a7d-4d8c-9d12-93996dac1bd6.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,,I don't know,
West ,Western Rural ,Waterloo Rural,Matimdi,Matindi,al68hpuh,//akvoflow-110.s3.amazonaws.com/images/9cfda0a4-0beb-4c98-8df7-d20c645681b6.jpg,Protected dug well,Yes – Functional (but not in use),Always water,Yes,Community,Community,No,No,Hand pump,Over a month,No
West ,Western Urban,West III,Lumley,Street tap,asi8g929,//akvoflow-110.s3.amazonaws.com/images/79806121-0983-4b92-8df4-4bdf86da76d3.jpg,Public tap/standpipe (stand-alone or water kiosk,No - Still under construction,Dry always / Never water,No,Community,Other community group,No,No,Gravity,Water point has never broken down,
West ,Western Rural ,York Rural,Gbendembu,Coomber lane,aro5grqh,//akvoflow-110.s3.amazonaws.com/images/1806cabf-524b-491e-a407-e4f77735e3cd.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes - But damaged,Seasonal,Yes,Community,Other community group,Unknown,Don't know,Surface pump,Over a month,
West ,Western Urban,West I,Stadium,Stadium peach water point,atkytfnr,//akvoflow-110.s3.amazonaws.com/images/7ff25f27-d088-4565-916a-519f21c45aaf.jpg,Protected spring,Yes – Functional (and in use),Always water,Yes,Community,WASH management committee,Yes,No,,I don't know,
West ,Western Urban,West III,Murray Town,mt 6,au02e72g,//akvoflow-110.s3.amazonaws.com/images/96474788-19be-4b43-b9e4-fafa655b4ce4.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,,I don't know,
West ,Western Urban,Central I,Susan Bay,two,atzcsjsx,//akvoflow-110.s3.amazonaws.com/images/7b2a3668-2c9f-476b-a52b-8d99880dd98b.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Dry always / Never water,Yes,Private Individual,Privat owner,Yes,No,,Over a month,
West ,Western Urban,West I,Kingtom,eleven,atvwye2u,//akvoflow-110.s3.amazonaws.com/images/5f73924b-df3b-47ef-b5cb-b8246c993474.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,No,Private Individual,Privat owner,No,No,,Water point has never broken down,
West ,Western Rural ,Waterloo Rural,Tombo,Public tap,ahd31yc4,//akvoflow-110.s3.amazonaws.com/images/5df823da-3e0a-42cd-8efa-8a3b1612c60d.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Always water,Yes,Private Individual,WASH management committee,Yes,No,Hand pump,Water point has never broken down,
West ,Western Urban,East III,Congo Water,public tapstand,as7y4m01,//akvoflow-110.s3.amazonaws.com/images/c31ad260-0fa1-4cd6-be8c-ddfc3aca854e.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Community,few area people,No,Don't know,Gravity,More than a year,
West ,Western Urban,East III,old warf,Donbalor compound water point,arxbavxy,//akvoflow-110.s3.amazonaws.com/images/185b0f84-b995-4ac0-806a-68396b956167.jpg,Unprotected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
West ,Western Urban,West II,BROOKFIELDS RED PU,STAND PIPE IN YARD,at8q8nyq,//akvoflow-110.s3.amazonaws.com/images/cb82e65a-2136-4073-8a24-8d0fdcd78115.jpg,Piped water into dwelling/plot/yard,Yes - But damaged,Dry always / Never water,Yes,GUMA,Privat owner,No,No,,More than a year,
West ,Western Urban,East III,congo water,public tapstand,as706wjb,//akvoflow-110.s3.amazonaws.com/images/de5580c3-1a4b-4778-9b49-f2376f3de953.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes - But damaged,Seasonal,Yes,Community,community,No,Don't know,Gravity,More than a year,
West,,,Murray Town,Oloshoro,atyzp0qq,//akvoflow-110.s3.amazonaws.com/images/9371c384-bf05-4f7a-8b72-efa61327d70d.jpg,Unprotected spring,Yes – Functional (and in use),Always water,Yes,Community,Other community group,No,No,,I don't know,No
West ,Western Urban,West III,Cockle Bay/Collegiate,1 A Byrne Lane,atuoavxk,//akvoflow-110.s3.amazonaws.com/images/be8ebc7e-471b-478d-ada5-b9f3c11e9d8a.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,,I don't know,
West ,Western Rural ,Waterloo Rural,Deep eye water,UN drive,anxect49,//akvoflow-110.s3.amazonaws.com/images/bfa48dd7-26f6-4f87-9bf4-27709a900137.jpg,Protected dug well,No - Broken down,Always water,Yes,Private Individual,Privat owner,No,No,Hand pump,More than a year,Yes
West ,Western Urban,East III,old locost junction,old locost junction,at29g5zw,//akvoflow-110.s3.amazonaws.com/images/8aefcf0d-99dc-440f-b22e-99556020b0b9.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Always water,Yes,NGO,Other community group,Unknown,Yes,Gravity,Less than a week,
West ,Western Urban,East III,Mayenkineh,79 Main motto road water point,arb0qkhy,//akvoflow-110.s3.amazonaws.com/images/83428e33-04a3-431b-9cf5-9833b2dd469e.jpg,Unprotected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Less than a week,Yes
West ,Western Rural ,Waterloo Rural,Bassah town,Bassah waterpoint,amd0q3tn,//akvoflow-110.s3.amazonaws.com/images/1e46935d-02ef-4e11-a459-bba02ce0baf0.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,Community,Yes,No,Hand pump,Water point has never broken down,Yes
West ,Western Urban,West I,Kingtom,fourteen,atwoxrid,//akvoflow-110.s3.amazonaws.com/images/8fec09e3-8df7-454e-8102-6485bb188afa.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,,Water point has never broken down,
West ,Western Urban,West II,Brookfields,Stadium,atjzouz7,//akvoflow-110.s3.amazonaws.com/images/98c141f1-814d-4d9c-b037-511cb66ed974.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,Yes,Hand pump,Less than a week,Yes
West ,Western Rural ,York Rural,krio town Tombo,krio town water points eleven,ahod3kx4,//akvoflow-110.s3.amazonaws.com/images/a92e7281-60e4-4234-a38c-3ffbee9642e8.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Dry always / Never water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,
West ,Western Rural ,York Rural,Tombo,Tombo looking town water points twenty five,ahj94mzt,//akvoflow-110.s3.amazonaws.com/images/7f9e8d92-df9b-494a-9565-aad741ec0c72.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Dry always / Never water,Yes,Private Individual,Privat owner,No,No,,Less than a week,
West ,Western Rural ,Waterloo Rural,Rokel,john thorp,,//akvoflow-110.s3.amazonaws.com/images/c3482617-076c-4359-9f4f-aa5f775972c7.jpg,Protected dug well,Yes – Functional (and in use),Always water,No,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,No
